,code,Detailed List Numbers,Cause
2905,G80,,Remainder of diseases of the nervous system
2906,G81,,Remainder of diseases of the nervous system
2907,G82,,Remainder of diseases of the nervous system
2908,G83,,Remainder of diseases of the nervous system
2909,G84,,Remainder of diseases of the nervous system
2910,G85,,Remainder of diseases of the nervous system
2911,G86,,Remainder of diseases of the nervous system
2912,G87,,Remainder of diseases of the nervous system
2913,G88,,Remainder of diseases of the nervous system
2914,G89,,Remainder of diseases of the nervous system
2915,G90,,Remainder of diseases of the nervous system
2916,G91,,Remainder of diseases of the nervous system
2917,G92,,Remainder of diseases of the nervous system
2918,G93,,Remainder of diseases of the nervous system
2919,G94,,Remainder of diseases of the nervous system
2920,G95,,Remainder of diseases of the nervous system
2921,G96,,Remainder of diseases of the nervous system
2922,G97,,Remainder of diseases of the nervous system
2923,G98,,Remainder of diseases of the nervous system
2924,H00,,Diseases of the eye and adnexa
2925,H01,,Diseases of the eye and adnexa
2926,H02,,Diseases of the eye and adnexa
2927,H03,,Diseases of the eye and adnexa
2928,H04,,Diseases of the eye and adnexa
2929,H05,,Diseases of the eye and adnexa
2930,H06,,Diseases of the eye and adnexa
2931,H07,,Diseases of the eye and adnexa
2932,H08,,Diseases of the eye and adnexa
2933,H09,,Diseases of the eye and adnexa
2934,H10,,Diseases of the eye and adnexa
2935,H11,,Diseases of the eye and adnexa
2936,H12,,Diseases of the eye and adnexa
2937,H13,,Diseases of the eye and adnexa
2938,H14,,Diseases of the eye and adnexa
2939,H15,,Diseases of the eye and adnexa
2940,H16,,Diseases of the eye and adnexa
2941,H17,,Diseases of the eye and adnexa
2942,H18,,Diseases of the eye and adnexa
2943,H19,,Diseases of the eye and adnexa
2944,H20,,Diseases of the eye and adnexa
2945,H21,,Diseases of the eye and adnexa
2946,H22,,Diseases of the eye and adnexa
2947,H23,,Diseases of the eye and adnexa
2948,H24,,Diseases of the eye and adnexa
2949,H25,,Diseases of the eye and adnexa
2950,H26,,Diseases of the eye and adnexa
2951,H27,,Diseases of the eye and adnexa
2952,H28,,Diseases of the eye and adnexa
2953,H29,,Diseases of the eye and adnexa
2954,H30,,Diseases of the eye and adnexa
2955,H31,,Diseases of the eye and adnexa
2956,H32,,Diseases of the eye and adnexa
2957,H33,,Diseases of the eye and adnexa
2958,H34,,Diseases of the eye and adnexa
2959,H35,,Diseases of the eye and adnexa
2960,H36,,Diseases of the eye and adnexa
2961,H37,,Diseases of the eye and adnexa
2962,H38,,Diseases of the eye and adnexa
2963,H39,,Diseases of the eye and adnexa
2964,H40,,Diseases of the eye and adnexa
2965,H41,,Diseases of the eye and adnexa
2966,H42,,Diseases of the eye and adnexa
2967,H43,,Diseases of the eye and adnexa
2968,H44,,Diseases of the eye and adnexa
2969,H45,,Diseases of the eye and adnexa
2970,H46,,Diseases of the eye and adnexa
2971,H47,,Diseases of the eye and adnexa
2972,H48,,Diseases of the eye and adnexa
2973,H49,,Diseases of the eye and adnexa
2974,H50,,Diseases of the eye and adnexa
2975,H51,,Diseases of the eye and adnexa
2976,H52,,Diseases of the eye and adnexa
2977,H53,,Diseases of the eye and adnexa
2978,H54,,Diseases of the eye and adnexa
2979,H55,,Diseases of the eye and adnexa
2980,H56,,Diseases of the eye and adnexa
2981,H57,,Diseases of the eye and adnexa
2982,H60,,Diseases of the ear and mastoid process
2983,H61,,Diseases of the ear and mastoid process
2984,H62,,Diseases of the ear and mastoid process
2985,H63,,Diseases of the ear and mastoid process
2986,H64,,Diseases of the ear and mastoid process
2987,H65,,Diseases of the ear and mastoid process
2988,H66,,Diseases of the ear and mastoid process
2989,H67,,Diseases of the ear and mastoid process
2990,H68,,Diseases of the ear and mastoid process
2991,H69,,Diseases of the ear and mastoid process
2992,H70,,Diseases of the ear and mastoid process
2993,H71,,Diseases of the ear and mastoid process
2994,H72,,Diseases of the ear and mastoid process
2995,H73,,Diseases of the ear and mastoid process
2996,H74,,Diseases of the ear and mastoid process
2997,H75,,Diseases of the ear and mastoid process
2998,H76,,Diseases of the ear and mastoid process
2999,H77,,Diseases of the ear and mastoid process
3000,H78,,Diseases of the ear and mastoid process
3001,H79,,Diseases of the ear and mastoid process
3002,H80,,Diseases of the ear and mastoid process
3003,H81,,Diseases of the ear and mastoid process
3004,H82,,Diseases of the ear and mastoid process
3005,H83,,Diseases of the ear and mastoid process
3006,H84,,Diseases of the ear and mastoid process
3007,H85,,Diseases of the ear and mastoid process
3008,H86,,Diseases of the ear and mastoid process
3009,H87,,Diseases of the ear and mastoid process
3010,H88,,Diseases of the ear and mastoid process
3011,H89,,Diseases of the ear and mastoid process
3012,H90,,Diseases of the ear and mastoid process
3013,H91,,Diseases of the ear and mastoid process
3014,H92,,Diseases of the ear and mastoid process
3015,H93,,Diseases of the ear and mastoid process
3016,I00,,Acute rheumatic fever and chronic rheumatic heart diseases
3017,I01,,Acute rheumatic fever and chronic rheumatic heart diseases
3018,I02,,Acute rheumatic fever and chronic rheumatic heart diseases
3019,I03,,Acute rheumatic fever and chronic rheumatic heart diseases
3020,I04,,Acute rheumatic fever and chronic rheumatic heart diseases
3021,I05,,Acute rheumatic fever and chronic rheumatic heart diseases
3022,I06,,Acute rheumatic fever and chronic rheumatic heart diseases
3023,I07,,Acute rheumatic fever and chronic rheumatic heart diseases
3024,I08,,Acute rheumatic fever and chronic rheumatic heart diseases
3025,I09,,Acute rheumatic fever and chronic rheumatic heart diseases
3026,I10,,Hypertensive diseases
3027,I11,,Hypertensive diseases
3028,I12,,Hypertensive diseases
3029,I13,,Hypertensive diseases
3030,I14,,Diseases of the circulatory system
3031,I15,,Diseases of the circulatory system
3032,I16,,Diseases of the circulatory system
3033,I17,,Diseases of the circulatory system
3034,I18,,Diseases of the circulatory system
3035,I19,,Diseases of the circulatory system
3036,I20,,Ischaemic heart diseases
3037,I21,,Ischaemic heart diseases
3038,I22,,Ischaemic heart diseases
3039,I23,,Ischaemic heart diseases
3040,I24,,Ischaemic heart diseases
3041,I25,,Ischaemic heart diseases
3042,I26,,Other heart diseases
3043,I27,,Other heart diseases
3044,I28,,Other heart diseases
3045,I29,,Other heart diseases
3046,I30,,Other heart diseases
3047,I31,,Other heart diseases
3048,I32,,Other heart diseases
3049,I33,,Other heart diseases
3050,I34,,Other heart diseases
3051,I35,,Other heart diseases
3052,I36,,Other heart diseases
3053,I37,,Other heart diseases
3054,I38,,Other heart diseases
3055,I39,,Other heart diseases
3056,I40,,Other heart diseases
3057,I41,,Other heart diseases
3058,I42,,Other heart diseases
3059,I43,,Other heart diseases
3060,I44,,Other heart diseases
3061,I45,,Other heart diseases
3062,I46,,Other heart diseases
3063,I47,,Other heart diseases
3064,I48,,Other heart diseases
3065,I49,,Other heart diseases
3066,I50,,Other heart diseases
3067,I51,,Other heart diseases
3068,I52,,Diseases of the circulatory system
3069,I53,,Diseases of the circulatory system
3070,I54,,Diseases of the circulatory system
3071,I55,,Diseases of the circulatory system
3072,I56,,Diseases of the circulatory system
3073,I57,,Diseases of the circulatory system
3074,I58,,Diseases of the circulatory system
3075,I59,,Diseases of the circulatory system
3076,I60,,Cerebrovascular diseases
3077,I61,,Cerebrovascular diseases
3078,I62,,Cerebrovascular diseases
3079,I63,,Cerebrovascular diseases
3080,I64,,Cerebrovascular diseases
3081,I65,,Cerebrovascular diseases
3082,I66,,Cerebrovascular diseases
3083,I67,,Cerebrovascular diseases
3084,I68,,Cerebrovascular diseases
3085,I69,,Cerebrovascular diseases
3086,I70,,Atherosclerosis
3087,I71,,Remainder of diseases of the circulatory system
3088,I72,,Remainder of diseases of the circulatory system
3089,I73,,Remainder of diseases of the circulatory system
3090,I74,,Remainder of diseases of the circulatory system
3091,I75,,Remainder of diseases of the circulatory system
3092,I76,,Remainder of diseases of the circulatory system
3093,I77,,Remainder of diseases of the circulatory system
3094,I78,,Remainder of diseases of the circulatory system
3095,I79,,Remainder of diseases of the circulatory system
3096,I80,,Remainder of diseases of the circulatory system
3097,I81,,Remainder of diseases of the circulatory system
3098,I82,,Remainder of diseases of the circulatory system
3099,I83,,Remainder of diseases of the circulatory system
3100,I84,,Remainder of diseases of the circulatory system
3101,I85,,Remainder of diseases of the circulatory system
3102,I86,,Remainder of diseases of the circulatory system
3103,I87,,Remainder of diseases of the circulatory system
3104,I88,,Remainder of diseases of the circulatory system
3105,I89,,Remainder of diseases of the circulatory system
3106,I90,,Remainder of diseases of the circulatory system
3107,I91,,Remainder of diseases of the circulatory system
3108,I92,,Remainder of diseases of the circulatory system
3109,I93,,Remainder of diseases of the circulatory system
3110,I94,,Remainder of diseases of the circulatory system
3111,I95,,Remainder of diseases of the circulatory system
3112,I96,,Remainder of diseases of the circulatory system
3113,I97,,Remainder of diseases of the circulatory system
3114,I98,,Remainder of diseases of the circulatory system
3115,I99,,Remainder of diseases of the circulatory system
3116,J00,,Remainder of diseases of the respiratory system
3117,J01,,Remainder of diseases of the respiratory system
3118,J02,,Remainder of diseases of the respiratory system
3119,J03,,Remainder of diseases of the respiratory system
3120,J04,,Remainder of diseases of the respiratory system
3121,J05,,Remainder of diseases of the respiratory system
3122,J06,,Remainder of diseases of the respiratory system
3123,J07,,Diseases of the respiratory system
3124,J08,,Diseases of the respiratory system
3125,J09,,Diseases of the respiratory system
3126,J10,,Influenza
3127,J11,,Influenza
3128,J12,,Pneumonia
3129,J13,,Pneumonia
3130,J14,,Pneumonia
3131,J15,,Pneumonia
3132,J16,,Pneumonia
3133,J17,,Pneumonia
3134,J18,,Pneumonia
3135,J19,,Diseases of the respiratory system
3136,J20,,Other acute lower respiratory infections
3137,J21,,Other acute lower respiratory infections
3138,J22,,Other acute lower respiratory infections
3139,J23,,Diseases of the respiratory system
3140,J24,,Diseases of the respiratory system
3141,J25,,Diseases of the respiratory system
3142,J26,,Diseases of the respiratory system
3143,J27,,Diseases of the respiratory system
3144,J28,,Diseases of the respiratory system
3145,J29,,Diseases of the respiratory system
3146,J30,,Remainder of diseases of the respiratory system
3147,J31,,Remainder of diseases of the respiratory system
3148,J32,,Remainder of diseases of the respiratory system
3149,J33,,Remainder of diseases of the respiratory system
3150,J34,,Remainder of diseases of the respiratory system
3151,J35,,Remainder of diseases of the respiratory system
3152,J36,,Remainder of diseases of the respiratory system
3153,J37,,Remainder of diseases of the respiratory system
3154,J38,,Remainder of diseases of the respiratory system
3155,J39,,Remainder of diseases of the respiratory system
3156,J40,,Chronic lower respiratory diseases
3157,J41,,Chronic lower respiratory diseases
3158,J42,,Chronic lower respiratory diseases
3159,J43,,Chronic lower respiratory diseases
3160,J44,,Chronic lower respiratory diseases
3161,J45,,Chronic lower respiratory diseases
3162,J46,,Chronic lower respiratory diseases
3163,J47,,Chronic lower respiratory diseases
3164,J48,,Diseases of the respiratory system
3165,J49,,Diseases of the respiratory system
3166,J50,,Diseases of the respiratory system
3167,J51,,Diseases of the respiratory system
3168,J52,,Diseases of the respiratory system
3169,J53,,Diseases of the respiratory system
3170,J54,,Diseases of the respiratory system
3171,J55,,Diseases of the respiratory system
3172,J56,,Diseases of the respiratory system
3173,J57,,Diseases of the respiratory system
3174,J58,,Diseases of the respiratory system
3175,J59,,Diseases of the respiratory system
3176,J60,,Remainder of diseases of the respiratory system
3177,J61,,Remainder of diseases of the respiratory system
3178,J62,,Remainder of diseases of the respiratory system
3179,J63,,Remainder of diseases of the respiratory system
3180,J64,,Remainder of diseases of the respiratory system
3181,J65,,Remainder of diseases of the respiratory system
3182,J66,,Remainder of diseases of the respiratory system
3183,J67,,Remainder of diseases of the respiratory system
3184,J68,,Remainder of diseases of the respiratory system
3185,J69,,Remainder of diseases of the respiratory system
3186,J70,,Remainder of diseases of the respiratory system
3187,J71,,Remainder of diseases of the respiratory system
3188,J72,,Remainder of diseases of the respiratory system
3189,J73,,Remainder of diseases of the respiratory system
3190,J74,,Remainder of diseases of the respiratory system
3191,J75,,Remainder of diseases of the respiratory system
3192,J76,,Remainder of diseases of the respiratory system
3193,J77,,Remainder of diseases of the respiratory system
